LOG,Execution Date:  7/25/2023                    Execution Start Time: 15:33:30
LOG,*** BEGIN EXECUTION: AnnAGNPS v6.00.a.014_2022.03.08; 64-bit ***
WARNING,Section = "GLOBAL IDS FACTORS AND FLAGS DATA",ID = "",Parameter column = " 54",Unrecognized column header "Width_ Reserved_j". This column will be ignored.
WARNING,Section = "GLOBAL IDS FACTORS AND FLAGS DATA",ID = "",Parameter column = " 55",Unrecognized column header "Width_ Reserved_k". This column will be ignored.
WARNING,Section = "CROP DATA",ID = "",Parameter column = "  6",Unrecognized column header "'USLE_C_Fctr". This column will be ignored.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2obacco_12",Parameter = "Curve Number ID",Record # = "11202",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2obacco_13",Parameter = "Curve Number ID",Record # = "11242",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2obacco_14",Parameter = "Curve Number ID",Record # = "11284",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2tobacco_7",Parameter = "Curve Number ID",Record # = "11330",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2tobacco_8",Parameter = "Curve Number ID",Record # = "11381",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2tobacco_9",Parameter = "Curve Number ID",Record # = "11434",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2obacco_10",Parameter = "Curve Number ID",Record # = "11489",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco;_7",Parameter = "Curve Number ID",Record # = "11546",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco-s4",Parameter = "Curve Number ID",Record # = "11579",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco-s5",Parameter = "Curve Number ID",Record # = "11622",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "default3",Parameter = "Curve Number ID",Record # = "11668",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "aerial_see",Parameter = "Curve Number ID",Record # = "11669",A blank was encountered on the first event of a new management schedule with an operation date of "05/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "constructi",Parameter = "Curve Number ID",Record # = "11670",A blank was encountered on the first event of a new management schedule with an operation date of "02/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "default4",Parameter = "Curve Number ID",Record # = "11676",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "hydro_seed",Parameter = "Curve Number ID",Record # = "11677",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "summer_tem",Parameter = "Curve Number ID",Record # = "11681",A blank was encountered on the first event of a new management schedule with an operation date of "06/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "temporary1",Parameter = "Curve Number ID",Record # = "11683",A blank was encountered on the first event of a new management schedule with an operation date of "03/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "temporary2",Parameter = "Curve Number ID",Record # = "11687",A blank was encountered on the first event of a new management schedule with an operation date of "06/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "temporary3",Parameter = "Curve Number ID",Record # = "11692",A blank was encountered on the first event of a new management schedule with an operation date of "06/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "temporary4",Parameter = "Curve Number ID",Record # = "11695",A blank was encountered on the first event of a new management schedule with an operation date of "08/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "temporary5",Parameter = "Curve Number ID",Record # = "11700",A blank was encountered on the first event of a new management schedule with an operation date of "08/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "temporary6",Parameter = "Curve Number ID",Record # = "11703",A blank was encountered on the first event of a new management schedule with an operation date of "06/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "temporary7",Parameter = "Curve Number ID",Record # = "11708",A blank was encountered on the first event of a new management schedule with an operation date of "06/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "continuou4",Parameter = "Curve Number ID",Record # = "11711",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "default5",Parameter = "Curve Number ID",Record # = "12073",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "alfalfa_h4",Parameter = "Curve Number ID",Record # = "12074",A blank was encountered on the first event of a new management schedule with an operation date of "05/25/0005". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bahiagrass",Parameter = "Curve Number ID",Record # = "12077",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bare_grou1",Parameter = "Curve Number ID",Record # = "12078",A blank was encountered on the first event of a new management schedule with an operation date of "04/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bare_grou2",Parameter = "Curve Number ID",Record # = "12079",A blank was encountered on the first event of a new management schedule with an operation date of "04/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "common_ber",Parameter = "Curve Number ID",Record # = "12080",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cool_seas5",Parameter = "Curve Number ID",Record # = "12081",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cool_seas6",Parameter = "Curve Number ID",Record # = "12084",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cool_seas7",Parameter = "Curve Number ID",Record # = "12085",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cool_seas8",Parameter = "Curve Number ID",Record # = "12086",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "default6",Parameter = "Curve Number ID",Record # = "12087",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "dense_gras",Parameter = "Curve Number ID",Record # = "12088",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
